id,name,urban_area,state_code,state,postcode,type,latitude,longitude,elevation,population,median_income,area_sq_km,local_government_area,region,time_zone
445,Avoca,,TAS,Tasmania,7213,Rural locality,-41.78215,147.72044,209,216,19396,393.79900,Northern Midlands (Municipality),Launceston and North East,Australia/Hobart
446,Avoca,,VIC,Victoria,3467,Urban locality,-37.08854,143.47380,242,1193,23660,102.80900,Pyrenees (Shire),Ballarat,Australia/Melbourne
447,Avoca Beach,Central Coast,NSW,New South Wales,2251,Suburb,-33.46494,151.43239,10,4584,39728,4.44200,Central Coast (City),Central Coast,Australia/Sydney
448,Avoca Dell,,SA,South Australia,5253,Rural locality,-35.08855,139.30897,6,143,34372,0.72000,Murray Bridge (Rural City),South Australia - South East,Australia/Adelaide
449,Avoca Vale,,QLD,Queensland,4314,Rural locality,-26.75581,152.23556,151,34,19188,205.30300,Somerset (Regional Council),Moreton Bay - North,Australia/Brisbane
450,Avon,,NSW,New South Wales,2574,Rural locality,-34.35207,150.63475,370,0,0,265.82000,Wingecarribee (Area),Illawarra,Australia/Sydney
451,Avon,,SA,South Australia,5501,Rural locality,-34.28116,138.33875,33,64,27560,50.40000,Wakefield (District Council),Barossa - Yorke - Mid North,Australia/Adelaide
452,Avondale,,NSW,New South Wales,2530,Rural locality,-34.51418,150.73377,54,1653,30056,18.31300,Wollongong (City),Illawarra,Australia/Sydney
453,Avondale,,QLD,Queensland,4670,Rural locality,-24.74144,152.16123,27,643,24648,70.03900,Bundaberg (Regional Council),Wide Bay,Australia/Brisbane
454,Avondale Heights,Melbourne,VIC,Victoria,3034,Suburb,-37.76946,144.86509,40,11633,27352,5.40900,Moonee Valley (City),Melbourne - North West,Australia/Melbourne
455,Avonmore,,VIC,Victoria,3559,Rural locality,-36.52988,144.60446,134,43,27924,70.56400,Greater Bendigo (City),Bendigo,Australia/Melbourne
456,Avon Plains,,VIC,Victoria,3477,Rural locality,-36.53999,142.89554,141,7,38948,62.30500,Northern Grampians (Shire),North West,Australia/Melbourne
457,Avonside,,NSW,New South Wales,2628,Rural locality,-36.36398,148.72882,1086,118,44460,57.36500,Snowy Monaro Regional (Area),Capital Region,Australia/Sydney
458,Avonsleigh,Melbourne,VIC,Victoria,3782,Suburb,-37.92070,145.46725,278,852,36712,7.56200,Cardinia (Shire),Melbourne - South East,Australia/Melbourne
459,Avon Valley National Park,,WA,Western Australia,6084,Rural locality,-31.64627,116.20684,318,6,44200,74.96100,Swan (City),Perth - North East,Australia/Perth
460,Awaba,,NSW,New South Wales,2283,Urban locality,-33.00774,151.54341,59,402,31512,23.11900,Lake Macquarie (City),Newcastle and Lake Macquarie,Australia/Sydney
461,Axe Creek,,VIC,Victoria,3551,Rural locality,-36.84893,144.41948,248,352,33072,42.36600,Greater Bendigo (City),Bendigo,Australia/Melbourne
462,Axedale,,VIC,Victoria,3551,Urban locality,-36.78792,144.50413,174,802,34268,113.61400,Greater Bendigo (City),Bendigo,Australia/Melbourne
463,Aylmerton,Bowral - Mittagong,NSW,New South Wales,2575,Suburb,-34.41907,150.49274,599,194,34008,2.79600,Wingecarribee (Area),Southern Highlands and Shoalhaven,Australia/Sydney
464,Ayr,,QLD,Queensland,4807,Urban locality,-19.57605,147.40517,16,8738,31356,28.47300,Burdekin (Shire),Townsville,Australia/Brisbane
465,Ayrford,,VIC,Victoria,3268,Rural locality,-38.41566,142.85945,97,44,44876,12.90000,Moyne (Shire),Warrnambool and South West,Australia/Melbourne
